date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:31:43	90771/90771	U-----	200	untouched ('')	text/javascript	etag:%22b4a755c7e39d57314f0f0e17de3a6f69%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-15305921bb94c505cd92-min.en-US.js	C:/My%20Web%20Sites/smartpathtoamerica/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-15305921bb94c505cd92-min.en-US.js	(from https://abogadaangel.com/)
14:31:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2018:31:41%20GMT	https://abogadaangel.com/inmigration	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/inmigration.11.delayed	(from https://abogadaangel.com/)
14:31:43	0/-1	---M--	301	error ('')			https://abogadaangel.com/inmigration	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/inmigration.12.delayed	(from https://abogadaangel.com/)
14:31:43	246250/246250	U-----	200	untouched ('')	text/javascript	etag:%22f52dee3814f1fd8bd40fd36b55bc291e%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-0f51b06fac4ba1f7c845-min.en-US.js	C:/My%20Web%20Sites/smartpathtoamerica/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-0f51b06fac4ba1f7c845-min.en-US.js	(from https://abogadaangel.com/)
14:31:43	681227/681227	U-----	200	untouched ('')	text/javascript	etag:%22352e94831f186edef82baf55187a7bd5%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-2b1043d839f845cc7c4f-min.en-US.js	C:/My%20Web%20Sites/smartpathtoamerica/assets.squarespace.com/universal/scripts-compressed/common-vendors-2b1043d839f845cc7c4f-min.en-US.js	(from https://abogadaangel.com/)
14:31:44	1641642/1641642	U-----	200	untouched ('')	text/javascript	etag:%22b9e52434046557864f284d95f854eae8%22	http://assets.squarespace.com/universal/scripts-compressed/common-245ac113868cdf152be9-min.en-US.js	C:/My%20Web%20Sites/smartpathtoamerica/assets.squarespace.com/universal/scripts-compressed/common-245ac113868cdf152be9-min.en-US.js	(from https://abogadaangel.com/)
14:31:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2018:31:42%20GMT	http://js.hsforms.net/forms/embed/v2.js	C:/My%20Web%20Sites/smartpathtoamerica/js.hsforms.net/forms/embed/v2.19.delayed	(from https://abogadaangel.com/)
14:31:44	0/-1	---M--	301	error ('')			https://abogadaangel.com/inmigration	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/inmigration.26.delayed	(from https://abogadaangel.com/)
14:31:44	41137/41137	U-----	200	untouched ('')	text/javascript	etag:%2225320929e3c2487c9b2d53f89695d898%22	http://assets.squarespace.com/universal/scripts-compressed/performance-fa84e5928d85cf629ccc-min.en-US.js	C:/My%20Web%20Sites/smartpathtoamerica/assets.squarespace.com/universal/scripts-compressed/performance-fa84e5928d85cf629ccc-min.en-US.js	(from https://abogadaangel.com/)
14:31:45	1504/1504	U--M-Z	200	updated ('OK')	application/javascript	date:Sat,%2006%20Jul%202024%2017:40:28%20GMT	http://js.hs-scripts.com/23746042.js	C:/My%20Web%20Sites/smartpathtoamerica/js.hs-scripts.com/23746042.js	(from https://abogadaangel.com/)
14:31:47	226870/226870	U--M-Z	200	updated ('OK')	application/x-javascript	date:Sat,%2006%20Jul%202024%2018:31:43%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/smartpathtoamerica/connect.facebook.net/en_US/fbevents.js	(from https://abogadaangel.com/)
14:31:49	88911/88911	U-----	200	untouched ('')	image/png	etag:CJip9pu2o/gCEAE=	http://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/074b6069-f19d-4faf-8130-5f771fcbea8b/Spanish_Full+Color_Transparent.png?format=1500w	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/074b6069-f19d-4faf-8130-5f771fcbea8b/Spanish_Full+Color_Transparent26f7.png	(from https://abogadaangel.com/)
14:31:49	88911/88911	U-----	200	untouched ('')	image/png	etag:CLqDm861o/gCEAE=	http://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/22786509-c7de-4a96-9cb9-0f742ea41821/Spanish_Full+Color_Transparent.png?format=1500w	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/22786509-c7de-4a96-9cb9-0f742ea41821/Spanish_Full+Color_Transparent26f7.png	(from https://abogadaangel.com/)
14:31:49	102035/102035	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2006%20Jul%202024%2018:31:44%20GMT	https://abogadaangel.com/cart	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/cart.html	(from https://abogadaangel.com/)
14:31:51	1301686/1301686	U--M-Z	200	updated ('OK')	text/css	date:Sat,%2006%20Jul%202024%2018:31:43%20GMT	https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css	C:/My%20Web%20Sites/smartpathtoamerica/static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css	(from https://abogadaangel.com/)
14:31:52	206005/206005	U-----	200	untouched ('OK')	text/css	date:Sat,%2006%20Jul%202024%2017:40:32%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1718130742063-ZB0N0KP2JGXANVM5KICL/static.css	C:/My%20Web%20Sites/smartpathtoamerica/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1718130742063-ZB0N0KP2JGXANVM5KICL/static.css	(from https://abogadaangel.com/)
14:31:52	149450/149450	U-----	200	untouched ('OK')	text/html	etag:W/%2202fa59cb60af6d4b74585476ccb37367%22	https://abogadaangel.com/acerca-de	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/acerca-de.html	(from https://abogadaangel.com/)
14:31:52	264069/264069	U-----	200	untouched ('OK')	text/html	etag:W/%225f90c62e04536671bfe8de61006a72e8%22	https://abogadaangel.com/inmigracion	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/inmigracion.html	(from https://abogadaangel.com/)
14:31:52	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2022%20May%202159%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/smartpathtoamerica/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css)
14:31:52	259718/259718	U-----	200	untouched ('OK')	text/html	etag:W/%2212b0b2803591d82683ea910e997dcf1c%22	https://abogadaangel.com/el-equipo-de-resultados	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/el-equipo-de-resultados.html	(from https://abogadaangel.com/)
14:31:52	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2022%20May%202159%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/smartpathtoamerica/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css)
14:31:52	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2022%20May%202159%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/smartpathtoamerica/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css)
14:31:52	165912/165912	U-----	200	untouched ('OK')	text/html	etag:W/%2270c201c1d508915ef8fa2c77744cb763%22	https://abogadaangel.com/preguntas-frecuentes-inmigracion	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/preguntas-frecuentes-inmigracion.html	(from https://abogadaangel.com/)
14:31:53	191468/191468	U-----	200	untouched ('OK')	text/html	etag:W/%22cecdbb7195f3ad049997ce3338b1153b--gzip%22	https://abogadaangel.com/ubicaciones	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/ubicaciones.html	(from https://abogadaangel.com/)
14:31:53	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2022%20May%202159%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/smartpathtoamerica/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css)
14:31:53	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2022%20May%202159%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/smartpathtoamerica/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css)
14:32:23	114831/114831	U-----	200	untouched ('OK')	text/html	etag:W/%22c1bfe8e825814505ca0b9f0005a2d732%22	https://abogadaangel.com/contacto	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/contacto.html	(from https://abogadaangel.com/)
14:32:30	297654/297654	U-----	200	untouched ('')	image/jpeg	etag:CNO527zz8v8CEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/fbf0e426-b731-4220-abdd-81306b71fa4f/MicrosoftTeams-image+(101).png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/fbf0e426-b731-4220-abdd-81306b71fa4f/MicrosoftTeams-image+(101).jpg	(from https://abogadaangel.com/)
14:32:30	14653/14653	U-----	200	untouched ('')	image/png	etag:CP7Vj/Dqp4EDEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/b657ca84-1173-44be-9300-0a7bd944d125/unimos+familias.png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/b657ca84-1173-44be-9300-0a7bd944d125/unimos+familias.png	(from https://abogadaangel.com/)
14:32:31	186015/186015	U-----	200	untouched ('')	image/png	etag:CLOprdrdo/gCEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/8fdc6972-2376-496a-8ee9-48355b1d2e93/Logos_Memberships.png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/8fdc6972-2376-496a-8ee9-48355b1d2e93/Logos_Memberships.png	(from https://abogadaangel.com/)
14:32:31	57316/57316	U-----	200	untouched ('')	image/png	etag:CJH4kNXAo/gCEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/0e61d7c9-d9f6-4bcf-8fc1-376a435fd015/Featured+On_Logos.png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/0e61d7c9-d9f6-4bcf-8fc1-376a435fd015/Featured+On_Logos.png	(from https://abogadaangel.com/)
14:32:31	369216/369216	U-----	200	untouched ('')	image/jpeg	etag:CKq2nM6J8/8CEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/3fda4cc6-bfef-4839-8ecf-ab76b1b6cd77/1214b.jpg	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/3fda4cc6-bfef-4839-8ecf-ab76b1b6cd77/1214b.jpg	(from https://abogadaangel.com/)
14:32:31	116666/116666	U-----	200	untouched ('')	image/jpeg	etag:CI/W4qSK8/8CEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/bc161d35-920d-4b75-88ad-9032b70ef3b9/080.jpg	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/bc161d35-920d-4b75-88ad-9032b70ef3b9/080.jpg	(from https://abogadaangel.com/)
14:32:31	178036/178036	U-----	200	untouched ('')	image/jpeg	etag:CNfc/PHn9/8CEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/359c6e0c-c2e1-4a38-8a59-4dc42c1c1c10/MicrosoftTeams-image+(103).jpg	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/359c6e0c-c2e1-4a38-8a59-4dc42c1c1c10/MicrosoftTeams-image+(103).jpg	(from https://abogadaangel.com/)
14:32:31	629991/629991	U-----	200	untouched ('')	image/png	etag:CMjJ1OnGgvkCEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/bc4f7f28-5ce7-4617-bc62-55f6184fddd7/Website+Schedule+Consultation+Banner+(Spanish).png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/bc4f7f28-5ce7-4617-bc62-55f6184fddd7/Website+Schedule+Consultation+Banner+(Spanish).png	(from https://abogadaangel.com/)
14:32:31	2227058/2227058	U-----	200	untouched ('')	image/png	etag:CKz/rYuIuvcCEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/1651262474314-VM1ZVBPGXXE1ZGWAG69W/MicrosoftTeams-image+(11).png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/1651262474314-VM1ZVBPGXXE1ZGWAG69W/MicrosoftTeams-image+(11).png	(from https://abogadaangel.com/)
14:32:31	102182/102182	---MC-	404	error ('Not%20Found')	text/html	etag:W/%228cac30aa60bae0f86987110c647219d3%22	https://abogadaangel.com/a	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/a.32.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
14:32:32	493917/493917	U-----	200	untouched ('')	application/javascript	etag:W/%2256164b8f5dbcf6e65e555e48d5d6176a%22	https://js.hsforms.net/forms/embed/v2.js	C:/My%20Web%20Sites/smartpathtoamerica/js.hsforms.net/forms/embed/v2.js	(from https://abogadaangel.com/)
14:32:32	227606/227606	U-----	200	untouched ('')	image/png	etag:COX5hNWZ0PwCEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/46204e47-6725-4b20-807d-ffd07ce4b13f/My+project-1.png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/46204e47-6725-4b20-807d-ffd07ce4b13f/My+project-1.png	(from https://abogadaangel.com/)
14:32:32	294993/294993	U-----	200	untouched ('')	image/jpeg	etag:CNnK0YuIuvcCEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/1651262474318-585O45OBS8A717YBJVF5/MicrosoftTeams-image+%252812%2529.jpg	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/1651262474318-585O45OBS8A717YBJVF5/MicrosoftTeams-image+%2812%29.jpg	(from https://abogadaangel.com/)
14:32:32	91783/91783	U-----	200	untouched ('')	image/png	etag:CKKw+synkvoCEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/1663090685079-9Q5D8ABG7V76KQYW16FL/rea.png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/1663090685079-9Q5D8ABG7V76KQYW16FL/rea.png	(from https://abogadaangel.com/)
14:32:33	102182/102182	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%228cac30aa60bae0f86987110c647219d3%22	https://abogadaangel.com/POST	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/POST.33.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
14:32:33	94137/94137	U-----	200	untouched ('')	image/png	etag:CKfUk4St34ADEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/684b2b73-a91e-497e-ac4e-25d0ee97e79b/Screenshot+2023-08-15+134805.png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/684b2b73-a91e-497e-ac4e-25d0ee97e79b/Screenshot+2023-08-15+134805.png	(from https://abogadaangel.com/)
14:32:33	1195261/1195261	U-----	200	untouched ('')	image/png	etag:COOkhO6guoIDEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/a09ae72f-8620-4137-8aa2-c0a16d05994f/MicrosoftTeams-image+(51).png	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/a09ae72f-8620-4137-8aa2-c0a16d05994f/MicrosoftTeams-image+(51).png	(from https://abogadaangel.com/)
14:32:33	94094/94094	U-----	200	untouched ('')	image/jpeg	etag:CJHvxevfo/gCEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/fb70f17a-3a7c-49c7-9c80-e6aa2070d2be/Instagram+Testimonial+Post+Banner+(3).jpg	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/fb70f17a-3a7c-49c7-9c80-e6aa2070d2be/Instagram+Testimonial+Post+Banner+(3).jpg	(from https://abogadaangel.com/)
14:32:34	102182/102182	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%228cac30aa60bae0f86987110c647219d3%22	https://abogadaangel.com/b.resolvedLink	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/b.34.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
14:32:34	61978/61978	U-----	200	untouched ('')	image/jpeg	etag:CPC3xd7io/gCEAE=	https://images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/36777fdb-f488-4ca4-88a0-0e6232d7bea9/Spanish_Full+Color_Transparent.jpg	C:/My%20Web%20Sites/smartpathtoamerica/images.squarespace-cdn.com/content/v1/626c43dcb8fc365653a662d5/36777fdb-f488-4ca4-88a0-0e6232d7bea9/Spanish_Full+Color_Transparent.jpg	(from https://abogadaangel.com/)
14:32:34	323105/323105	U-----	200	untouched ('OK')	text/html	etag:W/%22ff07e10b104bae5c86052acf3095d320%22	https://abogadaangel.com/inicio	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/inicio.html	(from https://abogadaangel.com/)
14:32:34	185392/185392	U-----	200	untouched ('OK')	text/html	etag:W/%220640587ba95703e2d48958656ef83aaa%22	https://abogadaangel.com/politica-de-privacidad	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/politica-de-privacidad.html	(from https://abogadaangel.com/)
14:32:34	263499/263499	U-----	200	untouched ('')	application/javascript	date:Sat,%2006%20Jul%202024%2017:41:29%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.951f531f248730580867fa534b60d99a.js	C:/My%20Web%20Sites/smartpathtoamerica/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.951f531f248730580867fa534b60d99a.js	(from https://abogadaangel.com/)
14:32:34	113171/113171	U-----	200	untouched ('OK')	text/html	etag:W/%22a6b644f416a4f9b0d3e18af8c8fb1cb3--gzip%22	https://abogadaangel.com/politica-de-cookies	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/politica-de-cookies.html	(from https://abogadaangel.com/)
14:32:35	102182/102182	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%228cac30aa60bae0f86987110c647219d3%22	https://abogadaangel.com/signals/iwl.js	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/signals/iwl.35.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
14:32:35	1262/1262	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/smartpathtoamerica/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css)
14:32:35	1676/1676	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/smartpathtoamerica/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css)
14:32:35	1219/1219	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/smartpathtoamerica/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css)
14:32:35	0/-1	---M--	301	error ('')			https://abogadaangel.com/inmigration	C:/My%20Web%20Sites/smartpathtoamerica/abogadaangel.com/inmigration.36.delayed	(from https://abogadaangel.com/cart)
14:32:36	2968/2968	U-----	200	untouched ('')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/smartpathtoamerica/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/626c43dcb8fc365653a662d5/55/5c5a519771c10ba3470d8101/626c43ddb8fc365653a662fc/1538/site.css)
